validator_index,node_operator_id,validator_pubkey
62984,0,a61c427a3fd507ad59596026250cb641e0a3dff3c7ead39b2df4edc3f508b887afe7292d01a48a16ea00e7a95e3dcc82
62985,0,b606ac415c984227cdda9afcef06834f104f45f246422ebc4e903a9eb49c3f29471a1743cbd38a64f4dde16d26f90a64
62986,0,af392cda50a14a2d1d8aed67112ccc21a54c624fc86a7247d9d9481272b06cec5bd9f2e9026a7aa21214d39a474feb09
64854,0,87f087b1a727b4d45a48847f95fb73fc19b3a9718290a5c7c40ccea99eea27683d9723179cf5f7ac3336a7b3638f21cd
76578,0,80e3c74659a9eb0fad13fa1d96b5caf3347358c3dbc794b568b6bb81d2b0ebcadc1c8b91636d92b9b9f5fe9f63820729
76579,0,a50a6accbda8dca98ed18175f9f33d9a92fed0c2fa57f49ff75b3ba9690925a7341925f425062117c51d276590fcbeea
76580,0,a7328c6801f2e5c99a659840a1a1294c47e96a7f2a99457b859304122cdd85fa31662167f79e466bd98416e07d84771e
76581,0,b3ceb6bcc985b6c348e952eb00deee5358349bb4346f4952d3462c712b20d2627008335d4cbb23c5c41a9dae52994abc
76582,0,9434509b639d9f01318a7ea651facda1b12a3c8b21cfff8a9068162d82738b19d9bc5923f147b4d50409b20bd32cb4a3
76583,0,af7262aedb872a0280d0f7686492ea53a88f37f22394af709af6fa8dbc643160735f5054891d89096e70b2aa79745bd2
76584,0,8e74a44c1853574b824f0cdaa2f45a0215eb31acb42d01f4bb6254d5ca46ca43dc32f0c4b76db25b440f0cbab74abac7
76585,0,a86aa2f5829c9bde9714b8ba359c99161996326dc1608e8082e45c920a52a9a79ded5b1ec618f88aad15ef8f2eb5e86b
76586,0,b193aafb4988431ac899565ab745f535c453734125a176deb87f9026e9c26abe19b0cef4b79b60388094e93ed8467071
76587,0,b557528aaff506f65201807f4be16afff1dfe449447e46d2a594f5c78d8dd6b8911e322441b4f435d2a0ce9b646e6ec9
76588,0,b7a1a3513b291cf140db2a9e17078c615953575412029be5dfdba82cf783f7ff2d5ee33fa21dc696d7ef6d44563f3cb8
76589,0,86ea88aabe4d6f692ef8b120aed2d151e31333eb0d0b79ed26759e2eeb61a31def409886c68a7f074b9c6f781d155299
76590,0,9032d9d1a5053e458ee14b2b953309ca835ae16be92ec48a6ab7579f50aeb4510fa809d6492c053977b4f8ceaa18bd9c
76591,0,b75f976ff4291e1738a7cbe6d0931ae48bf48eac853f0379be59844832c4f367c515e3db985e642a8f584bc26ccd42f0
76592,0,904490e90eb52ce00637883298d5993281a7c58f91796ec7b9358ae2427fd12f72a7b5fd56b31e1d38b3430f997e33bd
76593,0,8441850d6394d1b3862b66aaf396dcfdfa6f72e145481574767759b0a5d2d8498673bca6ff2a2a50d621c812ca239d83
76594,0,8a2033fcd52b04f563a78ee45f886dbcef76bbe4c388ae13d779f419ef3554a901e0572847c8cc6b81f771c64e846fd1
76595,0,914815e0c1d0174f604e670c1a4b16fd3298408b35a298c5ec3aa2a8f800965f5144eba8ac3f6c0b6c13df86abc3361a
76596,0,b789eaf2bfd146880bb5d347715ed051f87cc7e5a1b1e7b188251c294d93989383f1bbedc7d4bd0954c204e83a8346c9
76597,0,801f31c323a18bf64137ba8729189de6ba988ff40ef5cb510ef42f7d9140f9f1f212871bbf9fa090a203d6de938aa9bb
76598,0,82f9c1e78efe493f002b100ad7b279e6f49aeb1e0f0bf8ee042ec249f4c4064555dd0f223c894219c400aec2e1d0564e
76599,0,a7c50a3f2013d732a1c48722bec34c09394f654acf4505cb12f0c6b6d746e26ba61f3f774fccb2b8bd6c0ae3f458063a
76600,0,af4511b50aa4b6574bee99ae07e7afd7259b34cc2853380adfc2d6f0e8728e38cd271bb5eb491b9062a47497383f2667
76601,0,903e4d9dcc46682d109012901003a4f872eca41701e82121030d490e78de1d8d4715d6c910014fe30a14748369763ac4
76602,0,907738944990213b09009326d1c3b10d6f004063131c42b067895ef9ee0498f459ff8de2233dee4fada1753cfe62a707
76603,0,8408414bc7fa888a9884b3589e3fdb59e0c1c74c582180adb4b22e48afeb32da444235aa580e46b5c59ad0919eacd859
76604,0,a6724781cb3ccff5ca31754c3b342ece5e99541576aefa41464adc0fc992772b59e4e51d9e37b52c8626a021c62568b4
76605,0,93b468042a98735d632d218d8afcae546fbb297519bbaaaf6f2ca6bc90e51947c9c29dbdeffba6b41aec5aa5c5223268
76606,0,a9ac3e775309e7cf7e1c655543a2b098a9d277877b6b0029bf65da3e2ef6616fc9c86a4d0dfef845196c66bcf29eca1a
76607,0,a0b0ffc5721e8b7db4b8a42c5ba14414297dad8ac99508cc295c30f0eb0e7ef8e08571a1bb0d46c43b64222165acee7a
76608,0,801709d6ccdec0b7f93e42bed821940ab2664f3b84eec565e06acdf06ecbe08cf50d200484f73af1fc8a58d8e08fff57
76609,0,81027ff6af2b10916fa6fa9795272194730a8a479eafb6d8a5f8e2628225981da53359d90ce7817b73a82bc37cbfa3c5
76610,0,925829a71fcd7b599239807959a7791b3ba4e8cc81674316f079422b2eaed3310eee4d6deecc53920bb9c1a36f1acfc7
76611,0,85d9bdbb4ff3ffccdd4553c399e17be89e11383b054fbf4d947d82d05468e13bda277dad2092c15f44a0b10c1a50d4df
76612,0,b12a56bddcfa531459073234d90e607e8b0bc0a93d969ec053477ffbdccaee9c65fd73cb4016f231f85b94f54647b54c
76613,0,812a067b6a6c1549863b80e7d0752268e6d39896e89a220100c292f496767e313af95d1726b36dd8676a2dd300ed560a
76614,0,8c864da11341ca4fbbf56bcf378606b639f188b399d27df9644b1ff1a4c6b82bc577a178b8a0b8151c3183298f8c4b7c
76615,0,9217f0c5efdabd000580b621edb12e5d6a846641c376b63dbaef9ef2d091df9e557972dad3238aad08cc6a3d665d873c
76616,0,ae058d3a2a87727a8c8d660e6e2f7aeb0e8e0ad1538980e84e091fd61380008ce1a62f46f82a5a41b65a734dcbb9b3f8
76617,0,b8ea1c46ea0dd1fb2aba823ac3577c9ac1fa389f464fe0947e6992d3cf76503f21b9c4ee21d7b4c99ce589923c848dce
76618,0,b47b0ae19d8f787e852abf0ba07157ec5edfe26ab64434737f838158f32de850f93805d2281fb4598518905dc0bda3b3
76619,0,809e2f36c46d0ec03941b3c9e79da9c77f91bbc12513b22b4859dd4f9986d423422055ff16271a2795237fe75f4d41d4
76620,0,9033298c59ec909b32562234e7ea8782460056a4ba932b64a6e4d5e32f559aa5606e88ff3775b3f7b13f1838e3d0a742
76621,0,b2ef89ae89e8aa0fab1972e824fbed782b92bf98ad61a203e75e73aaaab4847a382b13f0d708f9f2a9b815a3f039a66c
76622,0,b68809c5d1cdbaabf2e66eb49382d81b61823187d7e50658de49c4bdf863d5e691eda7c53eb8b3a5c96ef491c098d138
76623,0,b9ca96f29c27ee13338d5e991d4f1cf1b12613504b744878f4338775f77627290a0f289e2286abc9843f33533d77e90d
76624,0,850d7ffbb50b96ac9dd8fc792b96174f2bcdcc108de7152dea1a294f5695d06a52999ff4220b1468a9d3bec928080a55
76625,0,93e9dcb3e32465568e55b16c6c2e03ed07f6746b826acd2ab21d70eae5612b81ae03a023a33cb8881eb23baaf3d498f6
76626,0,a0765d72b280fa30b8c913400e4a72d137dc66223dc33998e9ebe35cf9c40d60a8aaaa979f457edaec99c20a31f72ed6
76627,0,8192a4d55b11df7b654a584eb1937f6f194279279b188670c670002920df065a5a8a7ff0941f70ca72a6f0cf42ce69a8
76628,0,a32e7c2d637ad3041adbda264b374500f3a7859e1ebd148039f5a5377604fc058982f75405aa363a776eb5405ce76ca8
76629,0,b26f588d4c4aeec318a974872497cac68a843745922fed463f0eddc1ebcca77a6eff1b277d7c455a58542d286c3fd40b
76630,0,8860f2600d9ce27c964badf20f273078c184342c427d28b7776f8c30b73e1093609b4bfe9a74fa3328bd59f1a4fb1dda
76631,0,b4ff095e8e1721841db0d7476eb95f6ba378250324cea47e120c18a7dc989e3562de985f25148f31432688af6fc3d1d6
76632,0,a302032aab27acf21f1d73b13e26c94de622213ea7b4c96fd0a83624e8edc714f796b67f4a63aa09b66eedee1c6b76b4
76633,0,a7fe5a58b620dfda1b80fe6e815cc6fca5d835822f4490ee343459dcd6adf3e0a7806af4d09a21b02073f33a3b290994
76634,0,96324bf3b50365002d5036e09b735e54d7790dc60e4cd8329719a667c43d2c28a53f11792aac5fa3d8e8e566667ada17
76635,0,b5d6ee19b4b131ff63402310a7616c9f5c6cfbd64e0f97c862d9b95ba016596a2e2c8b1fd288d7c5ad2c90f6aa541228
76636,0,b395c75bf3c4baccad04241c84d20214711abd454dbb29e85ef6aad7ba608f044422065071d8ff20ea3064a81fb8bc2b
76637,0,adeee325a41c4ca4c626978d6ac24fac9648a48b96e63832e72bee3dbd60a4ac58b6f49d2d3e703f7da9dacc365bd2a7
76638,0,a8b94d34738097eac75a7b7d5ee0e271261695d9ac2e34bc2b9dfd60306eb3565e3e08aa27b3f229ac15dd56c321ff09
76639,0,89325172675b302b37203cb5b11160082f2ee77614788a75c54335ac6534700bcf1524d959c7d968ccdcb941b1201aaf
76640,0,ab1e07e49fccb632c2060f1c9ae51ce7e8b2771e6503e9851f26fc31e9e77c66102b570f72373a857c4101783ca9c929
76641,0,afb7ea032db349a2c5d8bad4cc4959af6e0d14828d0b7ed4592e177ace368046a456f2cee8975b57011f2cdfd00289ce
76642,0,892674b604a2b204ee137064309aa2f1f4561cdb071219f9f4ddfa8271d345434f68358865cced2a05deb139b83a0326
76643,0,87594e59435a7d072372e8be9ec8b501e75dd59544b40a0fd3b8d72592de560470855a126d3fb9282633d0ea3aae3060
76644,0,8ea2b39cb85e353ae7964f8a6d38f6b30050a97f16b8e99328f15b69f7e36b7163a57d81ce1482938b2b55d992b0c071
76645,0,86cc2d9392ac1fb2cbc3e594283bdef5359ad9e51ca254629653f45e22fa528924952821cb37668d02805b8cf5566dde
76646,0,8091b8a8257cfd6d1f79dd3bc64e886a40414fcbf93fe62beae40fd7d604b5b154cb6b244184311c9c551be1337241cf
76647,0,b95ec645153985ac54f9f385d750cad45f430759f7aa9b050be8dded5bfbccc3a6eef5bd5755340cd1703dbea69ff39e
76648,0,a391a00c0e21c0671bd354a72672084c292837886bb26850e67280634a9cd4627a8fe3ea9603d0335999d73d426cece9
76649,0,98c926f6c8be587d671aabcac164b74615db652130af270658a58cd30092e89a7568e872be2c1cf4836431ac16d6f134
76650,0,a11cc65708923d3e59f4eb2f6f398b60b0943663063079708b9c35d10ae87f487db5e370ed3d2294a3c7b17c104e4d7f
76651,0,9483113f0b32caaaa51817357e191219dd7e8358ce7b950579990abc244f09d577783bc59286f5bf53c68a6b306dae53
76652,0,b3dcdeddfb139eceeec4454161a06c7a367dc86bfe4aca1ea457f306768a910abad6637825576d77b72613fce9978b81
76653,0,a093be4f4ef074addb296ed9f613a0da474f00164be6ec8689c4d683874b542ad7f8dfcfdb42662f29a43f746d4e406a
76654,0,81cb00b15244d28b07ef56b280ca1aa18dfeca15bebde69dccfad7d61191887abfb83ccde2f0ffbd22bcd038da91c5dc
76655,0,990dfdc74da149921f2152953801af617d206496d4ff220b225006ce421ba612ec0ca70efefd739aab933642d817eb37
76656,0,885a7c866cb027a3d5ecb4b52474fe2f8f620c46fe74e86582d87aabe997f0f0e2103433f08734b7c82a720d3bead6a3
76657,0,ae5948d28a7a7289e9437e1503960d3a67ec740ade167591a9ba6cd5e011a74c86c0d108954cbc70c2db6ba8d8d85a7e
76658,0,8611c6dd21b550a6ed14991bbd4dd212c911919c946f13fe02b0e6396b3355bff8713d0b8b1f8459ca470aed60707691
76659,0,af52c8e9ab262057662f93d74f9bbb5ad15437c0dd808c1efee45ae158cc5fba8eff2d64a825605608c83698ca22afad
76660,0,a4156341284e2e60c5ac77a2f48905a1724d730681bb9c10b3e5f457d98d1fa8b24b65d96e5b209232af3c1aa096499c
76661,0,b0bb7c4b485dc3a471da83899c147cf34cc4f7d50075599e615d5a186f8bf5543a74ef81e9118d6c5f5533356302407e
76662,0,a21996f5563a87223d72ab92d99538a04e0eb1a1ae72fd63c980bddf7212a98d7694830ac49b2f11f39e88465232ed5c
76663,0,8c278a9b312d0986e4ceabab969806ec3b3aa082170222f07a211b9f2daa83066b9f1cee4c457ba03443bc1aa09acd10
76664,0,b3687e758ef37f888b46a1e9b24f1f01df0291ff292492d1d8e9e8461106504c20ecee5ab07d06796ff1fd70b6faf4f5
76665,0,b910d86e6e702d97e74c8334b84bf2473a59aef2cf4fe1a0bed54b99302813ee37ef17c052d174a9877d10b438123596
76666,0,8564035fbbfccb3292904dbfe39db5c4dab5c8c76bc6817f06e9312aa8e0d3cea34a57cdf845bbbb6c457d66d135d328
76667,0,aec605910819ca0f214f75aaf771206d5d3e0988437b4a28b786959159ae7cafbae5045e3e83313c679ebc173c5d84fb
76668,0,80201e4eb3ad5b7b8f0cf03013a591e173c436d57b6fa552c74a84cc232671cd774081bcd590eca0935be4bd75ae6811
76669,0,815d987ce68cad3332041475a3e1219d02bcab46ee143504b5b960e60df12ebb8e2ddfd3fa6429beb310612a666b4ac9
76670,0,b48e6465589a47ac97db916ed44a8024866994b9b2ee643c822a6e27caab181351703e8f698a68a18f2fab3bccbd1dd4
76671,0,86c4abbae261828327181a305cf2eec45b3ffd13f887c208584e3fc21660e01a3dc815d8274a587ff38c155bb2a3b139
76672,0,b3b80bb6a28350aa106258c4cb007b472f03d0b798634321d074a85b63379eed0d886cfa45cd72848236e7d5941a4d41
76673,0,997484de2499966ac5847a08dd92ed6eaee5023bed8cab78678b1451dbbc9ed1d16ed4f95743cd3aa08f3c998b3ed6b4
76674,0,b1590fb1e01cf787efb2757b154191d9e21d4e161485c0f8ea2b9f9886a5c396c478fd710946a5689290d31000bfa30c
76675,0,86aa1c675eb7623ae62213f418e0e3e014207eee2f213e6e6d2d5e1ad06405a0c54c9a23c727b5b5a884268c91291dd8
76676,0,847746a9f2c39b1a826d540d9bffbb4bdf5d38c56380b4697e1eb3ddac4a94cdcd43b49f63958967609b7a069880edd2
76677,0,a3677281b50dbde57fb83962b57e67da41dad24eefe70b70e53885f1a21df6f0216c430ba654d03ce5ef11b81e83fda0
76678,0,ab4ec8e435f54f9bb827a584f728ab0d5728c3fd7a924e475140aa96dc0dd633f8051aef1f27ca3308dd32d5699b2431
76679,0,a68c5aab0da8416670d8df5462748c066f22b1a912f417ab15a53ebf3cc1d1f6c415af0faafaee1cf0f64aecb084c12c
76680,0,a0242b6356656bea57af21fc3fc8247c3aca0bbb3afc5d92c1e4535aa4dcddbcc44ef66efaa8dd2c5da26860ae856a93
